"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 20 22:43:14 MSK 2024","Wed Mar 20 22:43:15 MSK 2024","896","","test_collection","","","","GET: Получение информации обьекта",""
"passed","Wed Mar 20 22:43:13 MSK 2024","Wed Mar 20 22:43:14 MSK 2024","778","","test_collection","","","","POST: Создание обьекта",""
"passed","Wed Mar 20 22:43:17 MSK 2024","Wed Mar 20 22:43:19 MSK 2024","1330","","test_collection","","","","Put: Изменение обьекта",""
"passed","Wed Mar 20 22:43:12 MSK 2024","Wed Mar 20 22:43:13 MSK 2024","771","","test_collection","","","","POST: Создание обьекта",""
"passed","Wed Mar 20 22:43:11 MSK 2024","Wed Mar 20 22:43:12 MSK 2024","846","","test_collection","","","","POST: Создание обьекта",""
"passed","Wed Mar 20 22:43:23 MSK 2024","Wed Mar 20 22:43:25 MSK 2024","1477","","test_collection","","","","DELETE: Удаление обьекта",""
"passed","Wed Mar 20 22:43:21 MSK 2024","Wed Mar 20 22:43:22 MSK 2024","839","","test_collection","","","","Patch: Изменение обьекта",""
